year,state,total_co2_tons,total_so2_lbs,total_nox_lbs,num_emitting_plants,co2_intensity_tons_per_mwh,renewable_capacity_mw,renewable_capacity_fraction,coal_generation_mwh,gas_generation_mwh,nuclear_generation_mwh,renewable_generation_mwh,coal_consumed_mmbtu,gas_consumed_mmbtu,renewable_consumed_mmbtu,prev_year_co2_tons,yoy_co2_change_tons,yoy_co2_change_pct
2007,UT,42177273.80,47129571.60,138864052.48,11.00,0.93,3721.60,0.04,37203430.30,7424892.71,0.00,538782.03,0.00,0.00,0.00,40522303.00,1654970.80,0.04
2008,UT,41899327.34,42378981.16,137357932.24,11.00,0.30,4235.00,0.05,114140619.98,22234607.70,0.00,2075951.54,2809163971.24,386158901.38,0.00,42177273.80,-277946.47,-0.01
2009,UT,38625560.49,40952851.42,124137615.12,11.00,0.30,6477.10,0.07,106689264.52,19408499.21,0.00,2764962.57,2777941965.24,337164624.56,0.00,41899327.34,-3273766.85,-0.08
2010,UT,36985780.10,43196197.15,122830431.18,11.00,0.29,6943.50,0.07,102290584.18,19497070.13,0.00,3429575.27,2269076212.59,338623847.87,0.00,38625560.49,-1639780.39,-0.04
2011,UT,35530121.86,42104445.09,111855824.74,11.00,0.29,7866.80,0.08,99534533.94,15894150.49,0.00,5408865.02,2347627995.30,282275788.04,0.00,36985780.10,-1455658.24,-0.04
2012,UT,33957059.00,40124157.86,97919124.73,11.00,0.29,7880.20,0.08,92634390.01,19618190.88,0.00,4359947.99,2413313748.22,360972742.09,0.00,35530121.86,-1573062.86,-0.04
2013,UT,37730807.09,42288882.47,114544987.28,11.00,0.30,8834.40,0.09,102933308.57,19812352.14,0.00,3140705.99,2634697098.88,374684404.65,0.00,33957059.00,3773748.09,0.11
2014,UT,37361122.59,42870157.45,105554570.51,11.00,0.28,9257.70,0.08,100211669.73,25118631.14,0.00,3885027.01,2542156500.78,450699622.60,0.00,37730807.09,-369684.49,-0.01
2015,UT,35779026.57,29279987.32,94117597.53,11.00,0.29,11203.80,0.10,93385713.65,24658541.76,0.00,4279647.01,2619935456.56,426660598.35,0.00,37361122.59,-1582096.02,-0.04
2016,UT,29915177.37,19339233.75,62793323.34,10.00,0.26,19819.90,0.16,77990259.17,26157310.32,0.00,7906455.00,2341750046.63,448969616.53,0.00,35779026.57,-5863849.21,-0.16
2017,UT,29610435.17,19216093.02,61971575.18,10.00,0.26,19910.20,0.17,79458339.56,17483787.54,0.00,13089215.31,2034909532.33,309793981.73,0.00,29915177.37,-304742.20,-0.01
2018,UT,30592650.35,17470249.63,60395172.59,10.00,0.26,20450.80,0.17,77844252.19,26192457.07,0.00,11836074.02,1879415516.76,464871495.26,0.00,29610435.17,982215.18,0.03
2019,UT,30293109.12,18307244.78,60901670.84,10.00,0.26,21162.00,0.17,75840489.01,28160755.45,0.00,11606845.46,1984730980.30,518171145.39,0.00,30592650.35,-299541.23,-0.01
2020,UT,28107740.92,15151419.94,54745293.80,10.00,0.25,24821.60,0.20,68535306.54,28402631.72,0.00,12571261.42,2174750981.51,510011284.41,0.00,30293109.12,-2185368.20,-0.07
2021,UT,32332659.10,19650945.24,65080548.90,10.00,0.25,27956.90,0.22,79230564.47,32059023.71,0.00,14394371.46,1847534392.50,569522427.23,0.00,28107740.92,4224918.18,0.15
2022,UT,28936608.87,16887515.28,55588084.44,10.00,0.24,30494.40,0.23,67260189.08,33330947.19,0.00,15515874.65,1747489983.36,609108984.20,0.00,32332659.10,-3396050.23,-0.11
2023,UT,22862293.14,8971089.94,38153410.60,10.00,0.23,32102.70,0.25,44764569.12,35511309.85,0.00,16143932.99,1199173342.05,643281703.27,0.00,28936608.87,-6074315.73,-0.21
2024,UT,22990385.90,9904993.42,39850676.65,10.00,,6331.50,0.38,0.00,0.00,0.00,0.00,185844013.25,73378791.45,0.00,22862293.14,128092.76,0.01
1997,VA,34827658.89,426547988.14,212969664.96,10.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1998,VA,37987401.83,451591617.65,217523890.81,10.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34827658.89,3159742.94,0.09
1999,VA,38434083.00,451477606.51,188236411.30,10.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37987401.83,446681.17,0.01
2000,VA,39663882.20,428463759.16,162456979.09,12.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38434083.00,1229799.20,0.03
2001,VA,40599674.29,434870269.62,161060057.12,18.00,0.68,42147.60,0.16,27667858.93,1850878.06,25759130.00,-1225854.62,0.00,0.00,0.00,39663882.20,935792.09,0.02
2002,VA,39707826.19,461691441.54,157735044.98,19.00,0.64,42383.00,0.16,27569852.82,1994922.29,27346163.00,-1120618.66,0.00,0.00,0.00,40599674.29,-891848.10,-0.02
2003,VA,38724880.77,431479872.00,138355953.18,21.00,0.52,42513.70,0.15,35852673.53,5786257.92,24816022.00,283410.46,0.00,0.00,0.00,39707826.19,-982945.43,-0.02
2004,VA,38013675.47,393008721.01,120089595.75,25.00,0.49,42513.70,0.14,33978890.35,6826755.10,28315294.00,416939.27,0.00,0.00,0.00,38724880.77,-711205.29,-0.02
2005,VA,38423850.15,415496061.54,116093006.62,26.00,0.49,42487.30,0.14,35099444.82,8622831.58,27918481.00,63530.00,0.00,0.00,0.00,38013675.47,410174.68,0.01
2006,VA,34221022.37,343885687.50,99898500.42,27.00,0.47,42446.60,0.14,33924250.08,7209098.14,27593516.00,183749.96,0.00,0.00,0.00,38423850.15,-4202827.78,-0.11
2007,VA,37999633.23,345370420.36,107349745.86,28.00,0.48,51606.00,0.17,35006479.14,11270065.66,27268475.00,-372019.28,0.00,0.00,0.00,34221022.37,3778610.86,0.11
2008,VA,34217740.05,251970306.84,84770294.29,30.00,0.16,51613.70,0.16,93881313.81,28488039.72,83792292.00,-1880085.98,2111156491.24,480263762.53,0.00,37999633.23,-3781893.18,-0.10
2009,VA,30348018.33,186325096.26,51761398.96,27.00,0.14,51613.70,0.16,75561552.97,37702369.55,84636756.00,431761.77,1737054447.10,600238106.47,0.00,34217740.05,-3869721.72,-0.11
2010,VA,35702895.54,185825449.49,74276948.39,31.00,0.16,51516.00,0.16,77199284.08,51685681.53,79715697.00,28739.70,1528149634.85,870590086.05,0.00,30348018.33,5354877.21,0.18
2011,VA,29137017.77,135653668.36,65194910.37,31.00,0.15,52006.40,0.16,59303564.01,54927962.86,76643991.00,-777449.99,1464964797.21,901602868.72,0.00,35702895.54,-6565877.78,-0.18
2012,VA,25682697.83,62560893.84,42497088.58,32.00,0.12,52023.20,0.16,42386151.59,74579130.43,86170170.00,-965399.95,937203458.30,1204079321.88,0.00,29137017.77,-3454319.94,-0.12
2013,VA,32053976.16,76960706.92,47062891.27,32.00,0.14,55969.80,0.17,61958030.49,68115897.47,87978693.00,194008.58,1544218751.00,1287391615.68,0.00,25682697.83,6371278.33,0.25
2014,VA,32086789.80,65338738.10,47015990.71,33.00,0.14,56007.30,0.16,62615437.93,62676521.28,90662931.00,-1020498.26,1668666957.49,1210367331.78,0.00,32053976.16,32813.65,0.00
2015,VA,33575564.55,30672371.41,41767050.95,32.00,0.13,56143.30,0.16,51573811.12,99788458.65,84181074.00,366137.95,1081915466.48,1610554666.57,0.00,32086789.80,1488774.75,0.05
2016,VA,36176792.47,20170133.14,38599663.57,31.00,0.13,58011.50,0.16,50156996.55,121994735.23,89195685.00,989202.04,1255252241.06,2253901753.84,0.00,33575564.55,2601227.92,0.08
2017,VA,32376190.35,11158846.27,28280782.62,32.00,0.12,60994.50,0.17,32952823.85,132131504.45,91661202.00,455341.56,857796042.97,2363192587.10,0.00,36176792.47,-3800602.13,-0.11
2018,VA,34399464.85,17214850.16,30852899.91,33.00,0.12,62969.20,0.16,27536145.52,149058176.32,87755004.00,3707868.01,714512324.65,2695698769.88,0.00,32376190.35,2023274.50,0.06
2019,VA,31030890.35,4623252.88,18486358.37,31.00,0.11,65364.00,0.17,11433171.37,171655432.67,88492548.00,4092571.82,470359113.92,3516165760.61,0.00,34399464.85,-3368574.50,-0.10
2020,VA,32753218.96,3044626.48,16503998.29,30.00,0.11,75030.40,0.19,12308938.90,184355314.64,90420162.00,6964984.09,258159074.73,3818401076.68,0.00,31030890.35,1722328.61,0.06
2021,VA,28629990.77,2644836.77,14303345.99,31.00,0.10,86393.40,0.21,9918886.48,158644554.31,85714548.00,10704233.24,312654844.43,3644140230.57,0.00,32753218.96,-4123228.20,-0.13
2022,VA,27274536.81,2663914.74,13631625.13,30.00,0.10,94760.10,0.24,10934840.24,146292972.63,84592011.00,12935744.03,355859140.17,3363550566.88,0.00,28629990.77,-1355453.96,-0.05
2023,VA,25550855.89,1060122.02,11623083.94,30.00,0.09,104980.70,0.26,4892779.75,150378317.02,88988805.00,16106325.01,208036655.44,3499079401.36,0.00,27274536.81,-1723680.92,-0.06
2024,VA,30780894.34,1420171.69,15255241.57,28.00,,16501.90,0.36,0.00,0.00,0.00,0.00,19264178.25,396488683.51,0.00,25550855.89,5230038.45,0.20
1997,VT,245482.88,2822.58,394583.41,1.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1998,VT,246783.83,1544.03,438095.99,1.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245482.88,1300.95,0.01
1999,VT,319975.65,354.65,511975.12,1.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,246783.83,73191.83,0.30
2000,VT,404810.75,17334.60,640481.37,1.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,319975.65,84835.10,0.27
2001,VT,295121.00,10136.20,457021.77,1.00,0.05,4603.20,0.35,0.00,0.00,4171120.00,886088.00,0.00,0.00,0.00,404810.75,-109689.75,-0.27
2002,VT,294459.00,11027.90,460225.36,1.00,0.05,4612.20,0.35,0.00,0.00,3962616.00,1125294.00,0.00,0.00,0.00,295121.00,-662.00,0.00
2003,VT,371715.50,8932.90,574197.32,1.00,0.06,4699.60,0.36,0.00,0.00,4444152.00,1164866.66,0.00,0.00,0.00,294459.00,77256.50,0.26
2004,VT,364544.50,16135.92,568214.67,1.00,0.07,4692.60,0.36,0.00,0.00,3858020.00,1198620.44,0.00,0.00,0.00,371715.50,-7171.00,-0.02
2005,VT,372739.28,19275.12,593901.29,1.00,0.07,4692.60,0.36,0.00,0.00,4071547.00,1222297.43,0.00,0.00,0.00,364544.50,8194.78,0.02
2006,VT,445564.92,23887.85,686027.79,1.00,0.06,4692.60,0.36,0.00,0.00,5106523.00,1529352.82,0.00,0.00,0.00,372739.28,72825.65,0.20
2007,VT,470814.50,11251.77,753026.07,1.00,0.08,4713.40,0.36,0.00,0.00,4703728.00,657115.50,0.00,0.00,0.00,445564.92,25249.58,0.06
2008,VT,439974.65,3794.53,591009.68,1.00,0.06,4931.20,0.37,0.00,0.00,4895053.00,1503138.96,0.00,190616.25,0.00,470814.50,-30839.85,-0.07
2009,VT,390554.37,3284.13,228348.87,3.00,0.05,4931.20,0.37,0.00,0.00,5360608.00,1497414.30,0.00,320484.44,0.00,439974.65,-49420.28,-0.11
2010,VT,448402.70,3390.13,285754.45,3.00,0.03,4967.40,0.37,0.00,0.00,9564946.00,2721558.01,0.00,280176.49,0.00,390554.37,57848.33,0.15
2011,VT,390458.63,2943.48,233652.87,3.00,0.03,5472.60,0.39,0.00,0.00,9814710.00,2919466.00,0.00,298808.16,0.00,448402.70,-57944.07,-0.13
2012,VT,383357.65,2523.83,249854.48,3.00,0.03,6377.20,0.43,0.00,0.00,9978676.00,2439234.00,0.00,228725.84,0.00,390458.63,-7100.97,-0.02
2013,VT,546095.00,3628.00,366353.91,3.00,0.08,6455.80,0.43,0.00,0.00,4846327.00,1539239.00,0.00,0.00,0.00,383357.65,162737.35,0.42
2014,VT,488027.02,3135.30,321970.06,3.00,0.07,6667.60,0.44,0.00,0.00,5060582.00,1503506.00,0.00,0.00,0.00,546095.00,-58067.98,-0.11
2015,VT,474316.40,3088.53,302438.25,3.00,0.24,6652.00,0.79,0.00,0.00,0.00,1469812.00,0.00,0.00,0.00,488027.02,-13710.62,-0.03
2016,VT,499632.72,2804.35,333570.46,3.00,0.27,7086.70,0.80,0.00,0.00,0.00,1383489.00,0.00,0.00,0.00,474316.40,25316.32,0.05
2017,VT,420519.42,2348.18,277579.20,3.00,0.20,7651.10,0.82,0.00,0.00,0.00,1649154.00,0.00,0.00,0.00,499632.72,-79113.30,-0.16
2018,VT,425128.05,2466.25,283397.37,3.00,0.20,7958.90,0.81,0.00,0.00,0.00,1698641.00,0.00,0.00,0.00,420519.42,4608.63,0.01
2019,VT,404611.10,2318.00,265388.13,3.00,0.18,8194.20,0.77,0.00,0.00,0.00,1813130.00,0.00,0.00,0.00,425128.05,-20516.95,-0.05
2020,VT,385389.38,2213.43,247814.55,3.00,0.18,8252.60,0.78,0.00,0.00,0.00,1650254.29,0.00,0.00,0.00,404611.10,-19221.72,-0.05
2021,VT,456622.33,2677.68,297820.97,3.00,0.22,8372.10,0.78,0.00,0.00,0.00,1568847.01,0.00,0.00,0.00,385389.38,71232.95,0.18
2022,VT,379484.35,2201.28,248264.78,3.00,0.18,8439.80,0.78,0.00,0.00,0.00,1706333.01,0.00,0.00,0.00,456622.33,-77137.98,-0.17
2023,VT,331455.90,1880.48,218095.41,3.00,0.14,8523.00,0.77,0.00,0.00,0.00,2014235.00,0.00,0.00,0.00,379484.35,-48028.45,-0.13
2024,VT,465323.12,1926.50,227531.22,3.00,,787.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331455.90,133867.23,0.40
1997,WA,8871918.44,127546717.19,32199612.88,2.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1998,WA,11620344.17,150892623.74,46752507.08,2.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8871918.44,2748425.73,0.31
1999,WA,11357558.82,175519977.65,43813302.60,2.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11620344.17,-262785.35,-0.02
2000,WA,11149303.25,167207621.05,40412246.91,2.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11357558.82,-208255.57,-0.02
2001,WA,10969149.91,133822734.74,36664796.56,4.00,0.15,258098.40,0.81,4511261.64,4221569.90,8250429.00,54731670.07,0.00,0.00,0.00,11149303.25,-180153.34,-0.02
2002,WA,11246947.02,38073839.06,31105944.62,5.00,0.12,258199.50,0.79,4322624.76,2694871.75,9048475.00,78648588.29,0.00,0.00,0.00,10969149.91,277797.10,0.03
2003,WA,14695942.31,16589846.35,41322422.29,6.00,0.15,258787.10,0.77,11063066.00,5894329.07,7614708.00,72357164.21,0.00,0.00,0.00,11246947.02,3448995.29,0.31
2004,WA,14580916.39,13799615.10,31319783.50,7.00,0.14,259590.10,0.77,10397632.73,8641748.14,8981583.00,71702787.87,0.00,0.00,0.00,14695942.31,-115025.92,-0.01
2005,WA,15025622.26,6753246.10,34780409.56,7.00,0.15,261242.80,0.77,10483180.00,8839626.34,8242273.00,72579206.25,0.00,0.00,0.00,14580916.39,444705.87,0.03
2006,WA,9999550.96,3378976.31,19812165.05,8.00,0.09,266503.40,0.77,6356861.00,7774091.12,9328277.00,83092378.67,0.00,0.00,0.00,15025622.26,-5026071.30,-0.33
2007,WA,12766454.75,4316161.97,24840451.59,8.00,0.12,272324.30,0.78,8527284.00,7557234.76,8108560.00,81311530.16,0.00,0.00,0.00,9999550.96,2766903.79,0.28
2008,WA,13906515.81,4716961.53,22316260.96,9.00,0.04,274802.10,0.76,26211251.83,30020515.61,27808917.00,244028864.61,773393746.50,646425994.67,0.00,12766454.75,1140061.05,0.09
2009,WA,13817423.39,7187975.79,21249262.65,10.00,0.04,283446.40,0.76,22350020.86,36469126.58,19902042.00,229629889.67,761273516.13,791438309.55,0.00,13906515.81,-89092.42,-0.01
2010,WA,14560988.74,5322334.27,23959209.47,10.00,0.05,288460.40,0.77,25495445.86,31416535.66,27723399.00,219051453.36,665171491.13,693682846.04,0.00,13817423.39,743565.35,0.05
2011,WA,7858862.67,2305599.06,13627698.03,10.00,0.02,292983.10,0.77,15627297.11,15253494.93,14418834.00,294110352.20,547727300.86,416903394.78,0.00,14560988.74,-6702126.07,-0.46
2012,WA,6573499.82,2490913.80,9756826.97,11.00,0.02,298719.60,0.77,11207189.72,17361538.55,28001127.00,288322247.44,398953644.40,443234153.82,0.00,7858862.67,-1285362.84,-0.16
2013,WA,12900271.15,5727296.29,16666324.89,11.00,0.04,301355.60,0.78,20134232.79,34816617.00,25382670.00,255502206.07,606657124.13,648125441.51,0.00,6573499.82,6326771.32,0.96
2014,WA,12645838.13,6143033.62,15976243.28,11.00,0.04,305459.70,0.78,20050952.86,33443265.21,28491963.00,259995162.88,714034661.91,651805524.60,0.00,12900271.15,-254433.01,-0.02
2015,WA,11746724.47,4850317.66,12306648.18,11.00,0.04,308565.60,0.79,15070131.38,40149886.19,24482736.00,241563337.09,444397319.81,685762147.82,0.00,12645838.13,-899113.66,-0.07
2016,WA,10124893.16,2942001.88,10981697.30,11.00,0.03,310296.70,0.79,13730505.18,33890239.91,28876866.00,259158195.12,501247944.69,663981501.24,0.00,11746724.47,-1621831.31,-0.14
2017,WA,11026863.82,3479420.58,13394726.36,11.00,0.03,311495.90,0.79,16415141.91,33322212.89,24384777.00,267292962.18,505667340.57,657395892.86,0.00,10124893.16,901970.65,0.09
2018,WA,11002393.50,3114317.64,13266966.28,11.00,0.03,312738.10,0.79,16102149.19,32775847.68,29125323.00,266440208.01,526442937.79,641775042.35,0.00,11026863.82,-24470.32,0.00
2019,WA,15301960.13,4647540.70,17591747.50,11.00,0.05,313308.70,0.79,21464720.84,47900668.98,26599497.00,218243549.97,726296635.13,947036843.57,0.00,11002393.50,4299566.63,0.39
2020,WA,12258195.54,3208927.65,12141285.17,11.00,0.04,318155.90,0.79,15447111.12,42580623.11,28281150.00,257098502.44,538342407.44,845454423.44,0.00,15301960.13,-3043764.59,-0.20
2021,WA,10666622.38,1712187.74,8337774.62,11.00,0.03,318037.50,0.79,9342944.91,50155248.68,25533864.00,242187920.68,272916222.28,1000227359.12,0.00,12258195.54,-1591573.16,-0.13
2022,WA,10265065.81,2638645.83,8448972.56,11.00,0.03,319965.50,0.79,10665111.00,44116846.36,29554605.00,261186408.07,373771904.06,867118123.37,0.00,10666622.38,-401556.57,-0.04
2023,WA,12714631.64,2478217.79,9800645.87,11.00,0.04,320204.30,0.80,12430116.00,58671233.70,25305054.00,208048244.74,401624320.50,1116188413.32,0.00,10265065.81,2449565.83,0.24
2024,WA,10919059.57,2050349.79,7182160.86,11.00,,29203.90,0.74,0.00,0.00,0.00,0.00,25606126.66,66970163.11,0.00,12714631.64,-1795572.07,-0.14
1995,WI,23621255.73,213329656.82,109189107.09,11.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,WI,19095075.58,165395015.62,97476462.43,9.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23621255.73,-4526180.15,-0.19
1997,WI,51459523.07,466593238.19,229801079.77,22.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19095075.58,32364447.49,1.69
1998,WI,51654524.00,458412327.71,224904078.60,22.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51459523.07,195000.92,0.00
1999,WI,51453424.77,422595512.37,217151327.58,22.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51654524.00,-201099.23,0.00
2000,WI,51880119.41,393660807.95,211896281.03,26.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51453424.77,426694.64,0.01
2001,WI,50348330.14,378750418.12,202345980.63,28.00,1.16,8560.80,0.05,27144229.17,1593806.48,11507078.00,2089247.28,0.00,0.00,0.00,51880119.41,-1531789.27,-0.03
2002,WI,48675013.88,382513518.98,177938347.46,29.00,1.06,8677.20,0.05,27830709.45,1920495.38,12448813.00,2627195.00,0.00,0.00,0.00,50348330.14,-1673316.26,-0.03
2003,WI,50846194.45,385562232.96,163930297.31,29.00,0.86,8385.60,0.04,42007159.36,2291817.87,12215463.00,1935436.99,0.00,0.00,0.00,48675013.88,2171180.57,0.04
2004,WI,51319356.90,370015274.62,153677596.30,31.00,0.85,9188.40,0.05,42796988.18,2260651.88,11887849.00,2084239.14,0.00,0.00,0.00,50846194.45,473162.46,0.01
2005,WI,52669291.55,358247577.93,138508599.62,34.00,0.85,9779.40,0.05,42274155.23,6251352.49,9920991.00,1795663.29,0.00,0.00,0.00,51319356.90,1349934.65,0.03
2006,WI,49926168.50,330529613.09,120588743.31,34.00,0.81,9789.00,0.05,40805241.04,5268264.02,12233515.00,1779974.30,0.00,0.00,0.00,52669291.55,-2743123.04,-0.05
2007,WI,50176836.66,274942585.96,106247046.75,34.00,0.79,10037.00,0.05,40781605.03,6399845.37,12910319.00,1625365.86,0.00,0.00,0.00,49926168.50,250668.16,0.01
2008,WI,50563361.33,266981709.11,97844699.32,37.00,0.27,13396.50,0.06,127437592.58,15247967.03,36463530.00,6305171.87,3726882726.36,347743036.03,0.00,50176836.66,386524.67,0.01
2009,WI,45609054.82,209750140.37,66940017.70,34.00,0.25,14642.20,0.06,113854083.58,15781394.15,38049453.00,7337860.10,3298091160.15,341766775.46,0.00,50563361.33,-4954306.51,-0.10
2010,WI,50232910.76,219678844.60,66859989.30,34.00,0.26,15505.00,0.06,122727250.40,15899391.70,39842817.00,9600948.82,3450469380.01,351595850.14,0.00,45609054.82,4623855.94,0.10
2011,WI,49216439.91,183228727.12,62276789.00,35.00,0.26,17418.00,0.07,121856286.40,18025478.87,34679343.00,10003919.65,3464899092.21,395913843.07,0.00,50232910.76,-1016470.85,-0.02
2012,WI,43652070.88,123116581.02,49206535.60,35.00,0.23,17564.40,0.07,99603473.47,33958155.75,42898785.00,9239439.04,2912637626.14,713351401.17,0.00,49216439.91,-5564369.03,-0.11
2013,WI,50604962.16,124861622.51,50982842.05,36.00,0.26,18143.90,0.07,123205283.34,23517376.14,35025582.00,10579791.18,3296058792.73,480496464.62,0.00,43652070.88,6952891.28,0.16
2014,WI,46937539.72,79884409.46,43329661.46,35.00,0.26,18930.70,0.08,113877295.26,22889221.32,28341288.00,12236175.06,3686732326.72,542569886.42,0.00,50604962.16,-3667422.44,-0.07
2015,WI,49222888.12,50583633.23,40010127.15,34.00,0.25,18936.50,0.08,112530117.05,39251586.32,30024549.00,11762140.87,3717768907.50,921905741.07,0.00,46937539.72,2285348.40,0.05
2016,WI,45469374.00,25642297.29,31857157.58,33.00,0.23,18639.00,0.08,100187362.48,46176596.56,30454182.00,12919094.52,3066900637.81,1065345734.89,0.00,49222888.12,-3753514.12,-0.08
2017,WI,48273465.03,23076662.80,34984820.34,33.00,0.25,19895.30,0.08,107516450.80,40047535.29,28946937.00,12928882.24,3178377276.61,936536755.53,0.00,45469374.00,2804091.03,0.06
2018,WI,46337940.84,20113739.85,30419691.07,33.00,0.23,20115.60,0.08,100150094.00,49568460.70,30387366.00,12161347.38,2933872111.15,1124450333.79,0.00,48273465.03,-1935524.20,-0.04
2019,WI,38831907.59,9740469.40,23012101.40,32.00,0.21,20647.90,0.09,76738424.72,60808952.36,30090915.00,13636059.85,2377340903.00,1326384062.14,0.00,46337940.84,-7506033.24,-0.16
2020,WI,36338110.41,9011388.75,21442882.15,32.00,0.20,22843.50,0.10,71659219.09,65560757.73,29313999.00,13870553.56,2174153896.33,1446548574.91,0.00,38831907.59,-2493797.18,-0.06
2021,WI,40779374.43,11098462.80,24998205.53,32.00,0.21,27371.00,0.12,82971802.36,63684116.68,29910570.00,12295727.69,2059410723.43,1224922213.75,0.00,36338110.41,4441264.01,0.12
2022,WI,35655109.31,9066724.94,20969088.51,31.00,0.19,30754.30,0.13,66583041.18,69147152.06,30231054.00,13808295.70,2021444532.43,1607785750.22,0.00,40779374.43,-5124265.11,-0.13
2023,WI,35530308.33,7262252.94,19684352.93,31.00,0.19,42669.90,0.17,63804808.62,76516413.97,29048301.00,14767094.99,2151149071.42,1656973004.83,0.00,35655109.31,-124800.98,0.00
2024,WI,35466240.72,7577991.71,19827565.70,31.00,,5735.50,0.21,0.00,0.00,0.00,0.00,171232657.75,159233581.81,0.00,35530308.33,-64067.61,0.00
1995,WV,57097692.17,873700115.45,369676137.83,9.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,WV,47119135.33,786225518.03,324804884.86,8.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57097692.17,-9978556.83,-0.17
1997,WV,91092192.38,1327203850.86,641988536.50,13.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47119135.33,43973057.05,0.93
1998,WV,92622028.92,1335845934.19,584714712.71,13.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91092192.38,1529836.54,0.02
1999,WV,94126992.07,1389034312.79,568283913.84,14.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92622028.92,1504963.14,0.02
2000,WV,91711604.35,1186629813.66,518457524.50,14.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94126992.07,-2415387.72,-0.03
2001,WV,80894935.24,996112371.04,410273631.80,16.00,1.07,2935.20,0.01,74597524.11,304743.56,0.00,834957.56,0.00,0.00,0.00,91711604.35,-10816669.11,-0.12
