year,state,total_co2_tons,total_so2_lbs,total_nox_lbs,num_emitting_plants,co2_intensity_tons_per_mwh,renewable_capacity_mw,renewable_capacity_fraction,coal_generation_mwh,gas_generation_mwh,nuclear_generation_mwh,renewable_generation_mwh,coal_consumed_mmbtu,gas_consumed_mmbtu,renewable_consumed_mmbtu,prev_year_co2_tons,yoy_co2_change_tons,yoy_co2_change_pct
1997,RI,1736192.28,18695.68,858642.39,1.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1998,RI,1487340.68,16357.03,745600.90,1.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1736192.28,-248851.60,-0.14
1999,RI,1301185.10,14604.22,736714.90,1.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1487340.68,-186155.57,-0.13
2000,RI,1182344.73,11955.45,665147.30,2.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1301185.10,-118840.38,-0.09
2001,RI,1775893.87,17947.25,649358.90,2.00,0.39,51.60,0.00,0.00,4490586.92,0.00,3143.00,0.00,0.00,0.00,1182344.73,593549.15,0.50
2002,RI,2025068.35,24596.73,693946.10,4.00,0.50,51.60,0.00,0.00,3912750.32,0.00,3685.00,0.00,0.00,0.00,1775893.87,249174.48,0.14
2003,RI,1797308.43,20187.52,543061.70,4.00,0.32,51.60,0.00,0.00,5458737.47,0.00,6021.00,0.00,0.00,0.00,2025068.35,-227759.92,-0.11
2004,RI,1531407.55,17260.10,467509.40,4.00,0.32,51.60,0.00,0.00,4784414.00,0.00,5461.00,0.00,0.00,0.00,1797308.43,-265900.88,-0.15
2005,RI,2472078.24,27926.56,745358.82,4.00,0.41,51.60,0.00,0.00,5968975.20,0.00,6734.00,0.00,0.00,0.00,1531407.55,940670.69,0.61
2006,RI,2100664.09,22607.41,540920.53,4.00,0.35,51.60,0.00,0.00,5738374.38,0.00,5909.00,0.00,0.00,0.00,2472078.24,-371414.15,-0.15
2007,RI,2417211.61,26886.03,591329.51,4.00,0.34,51.60,0.00,0.00,6829585.01,0.00,4364.00,0.00,0.00,0.00,2100664.09,316547.52,0.15
2008,RI,3292515.37,36319.64,924063.62,6.00,0.22,51.60,0.00,0.00,14326350.02,0.00,9954.00,0.00,215416751.82,0.00,2417211.61,875303.76,0.36
2009,RI,3416782.90,34811.16,1093536.62,6.00,0.22,35.10,0.00,0.00,15014758.92,0.00,9472.00,0.00,226400961.09,0.00,3292515.37,124267.54,0.04
2010,RI,3504391.68,35615.17,1155834.77,6.00,0.23,51.60,0.00,0.00,15107574.00,0.00,13660.00,0.00,289118720.38,0.00,3416782.90,87608.77,0.03
2011,RI,3946582.06,40473.59,1260814.67,6.00,0.23,51.60,0.00,0.00,17087100.09,0.00,20646.00,0.00,325438728.08,0.00,3504391.68,442190.38,0.13
2012,RI,3735785.47,37829.37,1265665.70,6.00,0.45,83.50,0.00,0.00,8158234.82,0.00,5646.00,0.00,310261593.84,0.00,3946582.06,-210796.59,-0.05
2013,RI,2771104.74,32602.12,1035448.86,6.00,0.22,197.40,0.01,0.00,12286252.34,0.00,18087.36,0.00,284822184.79,0.00,3735785.47,-964680.74,-0.26
2014,RI,2767289.83,34139.76,1035530.37,6.00,0.22,252.40,0.01,0.00,11997260.29,0.00,47367.92,0.00,276712454.63,0.00,2771104.74,-3814.91,0.00
2015,RI,3075646.12,38090.64,1087813.65,6.00,0.23,291.00,0.01,0.00,12820536.00,0.00,48894.00,0.00,295053747.57,0.00,2767289.83,308356.29,0.11
2016,RI,2829861.06,28900.56,896762.85,6.00,0.22,790.70,0.03,0.00,12554357.99,0.00,86646.00,0.00,288516895.74,0.00,3075646.12,-245785.06,-0.08
2017,RI,3213210.56,36610.06,939807.37,6.00,0.21,948.40,0.04,0.00,14433203.75,0.00,330714.00,0.00,312799311.41,0.00,2829861.06,383349.50,0.14
2018,RI,3539025.70,43494.42,1025617.87,6.00,0.21,1185.30,0.04,0.00,15940252.62,0.00,383143.72,0.00,352803297.51,0.00,3213210.56,325815.14,0.10
2019,RI,3151488.60,32223.52,905875.49,6.00,0.21,2008.00,0.07,0.00,14303951.27,0.00,528766.00,0.00,317852368.63,0.00,3539025.70,-387537.10,-0.11
2020,RI,3580279.31,36581.12,968538.96,6.00,0.20,3190.50,0.11,0.00,16553679.80,0.00,823448.98,0.00,363824722.34,0.00,3151488.60,428790.71,0.14
2021,RI,3781116.86,38887.25,1085860.08,6.00,0.20,4590.00,0.15,0.00,17296397.90,0.00,916172.00,0.00,390690011.41,0.00,3580279.31,200837.54,0.06
2022,RI,3068849.44,34346.15,880212.48,5.00,0.20,4898.30,0.17,0.00,14035879.66,0.00,1137622.00,0.00,370081861.82,0.00,3781116.86,-712267.41,-0.19
2023,RI,4271125.94,45076.23,1236673.79,5.00,0.21,6399.20,0.21,0.00,19151688.47,0.00,1199562.00,0.00,520720315.26,0.00,3068849.44,1202276.50,0.39
2024,RI,3919724.25,40252.87,1091952.74,5.00,,1227.70,0.37,0.00,0.00,0.00,0.00,0.00,33982726.01,0.00,4271125.94,-351401.70,-0.08
1997,SC,33276593.28,382292458.67,207017108.26,14.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1998,SC,35782288.10,405564182.43,193183680.97,15.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33276593.28,2505694.81,0.08
1999,SC,38449904.60,429303743.92,174767288.26,15.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35782288.10,2667616.50,0.07
2000,SC,41170490.83,400601692.23,175534866.97,16.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38449904.60,2720586.23,0.07
2001,SC,38784144.66,405005018.56,163245321.85,17.00,0.45,44269.20,0.18,34573720.59,1113989.80,49869998.03,189721.00,0.00,0.00,0.00,41170490.83,-2386346.17,-0.06
2002,SC,41384478.57,398236035.17,165800577.31,18.00,0.44,44271.40,0.17,35731265.11,2945684.30,53325853.88,246535.00,0.00,0.00,0.00,38784144.66,2600333.92,0.07
2003,SC,40592366.46,407911059.90,154992635.56,22.00,0.43,44320.80,0.16,37471436.72,1797760.88,50418287.56,2439654.73,0.00,0.00,0.00,41384478.57,-792112.12,-0.02
2004,SC,43594602.16,438736498.25,130471489.62,25.00,0.45,44800.80,0.15,39174624.23,3883795.41,51201754.45,1274756.51,0.00,0.00,0.00,40592366.46,3002235.70,0.07
2005,SC,44739634.44,434771468.84,102748844.50,25.00,0.44,45303.60,0.15,39982464.25,5489605.16,53138796.85,1739472.01,0.00,0.00,0.00,43594602.16,1145032.28,0.03
2006,SC,45210057.39,439949652.52,96936225.08,25.00,0.46,45303.60,0.15,39958833.95,6059703.73,50798355.84,687049.01,0.00,0.00,0.00,44739634.44,470422.94,0.01
2007,SC,46472992.45,345451356.79,92291614.91,25.00,0.45,45441.20,0.15,42042632.79,6002381.92,53200883.98,345297.60,0.00,0.00,0.00,45210057.39,1262935.07,0.03
2008,SC,44963632.86,315236913.61,85477414.80,25.00,0.15,45491.20,0.15,126108038.28,17143193.74,155288849.63,-430347.00,2373902315.40,290134383.66,0.00,46472992.45,-1509359.59,-0.03
2009,SC,40516496.99,195881749.93,42426565.99,20.00,0.14,45527.00,0.14,106103908.91,28011792.82,156449201.44,4066686.83,2654886702.15,461495501.02,0.00,44963632.86,-4447135.87,-0.10
2010,SC,44813771.21,189278437.88,53847661.22,20.00,0.14,46143.80,0.15,114466908.29,32745042.58,155964236.63,4325229.01,2442131270.04,540850851.37,0.00,40516496.99,4297274.22,0.11
2011,SC,41424835.66,132371630.56,46862273.97,20.00,0.13,46143.80,0.15,103999490.70,38723068.28,158707727.72,1992114.00,2139874793.82,625073455.96,0.00,44813771.21,-3388935.55,-0.08
2012,SC,36449297.22,89934777.67,35050095.03,19.00,0.13,47272.90,0.15,85758281.09,43398960.63,153435906.75,1572717.02,1738583847.18,677357947.06,0.00,41424835.66,-4975538.44,-0.12
2013,SC,30627257.02,53543912.96,25770932.78,17.00,0.11,52503.80,0.17,74134785.35,35354080.76,162755903.34,7096400.95,1603595817.95,634262437.83,0.00,36449297.22,-5822040.20,-0.16
2014,SC,35354801.57,52188121.90,30206245.88,16.00,0.12,52634.80,0.17,87807274.58,34445807.31,157255659.00,5068248.01,1918829726.46,610593274.21,0.00,30627257.02,4727544.55,0.15
2015,SC,32114731.96,20655931.62,24120585.91,16.00,0.11,52655.20,0.17,70580253.42,47879697.25,159468960.19,4992601.77,1948386662.02,949238531.98,0.00,35354801.57,-3240069.62,-0.09
2016,SC,30158998.74,15962058.38,22721973.45,16.00,0.10,55492.00,0.18,62459546.90,49124787.19,167477748.28,3763335.00,1395988851.65,940807319.84,0.00,32114731.96,-1955733.22,-0.06
2017,SC,27086716.48,12200154.40,20608073.22,16.00,0.10,58465.20,0.18,54734904.25,50683200.95,163033662.47,2669196.01,1128708603.29,947940093.42,0.00,30158998.74,-3072282.26,-0.10
2018,SC,31235302.49,13649580.09,23960098.14,16.00,0.10,61006.60,0.19,59079815.86,64538053.12,158149407.00,8458355.61,1197607485.51,1396582870.94,0.00,27086716.48,4148586.00,0.15
2019,SC,26735353.33,11454142.95,19757531.01,16.00,0.09,65027.80,0.19,41118069.07,74167934.72,168309128.72,8778234.32,1447004198.01,1465897117.73,0.00,31235302.49,-4499949.15,-0.14
2020,SC,24971409.74,9926236.46,16125510.30,16.00,0.08,71036.60,0.21,36077922.10,73009537.08,164253263.81,14717251.55,896251978.13,1493714298.25,0.00,26735353.33,-1763943.60,-0.07
2021,SC,27855263.09,14480888.04,19931954.57,16.00,0.09,72792.70,0.21,43148183.86,70713757.21,161314283.72,12165989.99,1193505434.84,1417941506.06,0.00,24971409.74,2883853.35,0.12
2022,SC,27394614.82,11943015.01,21220666.79,16.00,0.09,73926.60,0.21,40570686.06,75662803.51,163109252.91,11154521.53,1323080155.44,1533210223.07,0.00,27855263.09,-460648.27,-0.02
2023,SC,28093120.18,14845014.86,21227523.07,16.00,0.09,78969.30,0.23,44501928.22,71580382.97,166867019.72,13521818.98,1471815139.83,1552390655.67,0.00,27394614.82,698505.36,0.03
2024,SC,29941305.39,17596215.87,23355734.25,17.00,,8643.50,0.27,0.00,0.00,0.00,0.00,152739579.13,162023345.27,0.00,28093120.18,1848185.22,0.07
1997,SD,4019962.92,48111838.93,45577533.44,4.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1998,SD,3670713.93,42389900.05,45270224.08,4.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4019962.92,-349249.00,-0.09
1999,SD,4411809.97,51391227.37,47312150.41,4.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3670713.93,741096.05,0.20
2000,SD,4224849.46,27065763.05,34113583.17,4.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4411809.97,-186960.51,-0.04
2001,SD,4126342.77,27238033.33,33078049.47,3.00,0.57,19208.40,0.56,3646572.20,132697.91,0.00,3432735.99,0.00,0.00,0.00,4224849.46,-98506.69,-0.02
2002,SD,3760432.76,23514771.46,30019535.65,4.00,0.49,19248.90,0.55,3275166.16,72092.10,0.00,4359696.01,0.00,0.00,0.00,4126342.77,-365910.02,-0.09
2003,SD,4118370.17,24520382.06,32017595.82,4.00,0.52,19694.40,0.57,3434965.00,179842.70,0.00,4320552.01,0.00,0.00,0.00,3760432.76,357937.41,0.10
2004,SD,4336304.87,28595393.73,34207424.68,4.00,0.58,19694.40,0.57,3621991.00,126249.00,0.00,3755187.03,0.00,0.00,0.00,4118370.17,217934.70,0.05
2005,SD,3602076.76,21294334.42,27842494.11,4.00,0.55,19694.40,0.53,2999245.99,283449.12,0.00,3232669.99,0.00,0.00,0.00,4336304.87,-734228.11,-0.17
2006,SD,3974896.74,23975826.93,29586118.42,5.00,0.56,19794.40,0.52,3317663.00,265942.80,0.00,3545797.99,0.00,0.00,0.00,3602076.76,372819.99,0.10
2007,SD,3241000.42,18097741.71,20435129.27,5.00,0.57,19895.80,0.52,2658837.00,401677.73,0.00,2592865.01,0.00,0.00,0.00,3974896.74,-733896.33,-0.18
2008,SD,4240119.68,27076470.31,28220272.29,5.00,0.21,19972.30,0.50,11086566.00,728714.51,0.00,7978968.04,189370093.44,11548943.47,0.00,3241000.42,999119.26,0.31
2009,SD,3527016.14,23302350.03,23698044.44,5.00,0.15,21461.70,0.52,9770499.00,253270.51,0.00,12807285.04,183602317.19,3758739.62,0.00,4240119.68,-713103.53,-0.17
2010,SD,3765613.55,25178104.93,24866369.60,5.00,0.13,25070.70,0.56,9903741.00,409525.61,0.00,18398605.91,183472937.54,7744514.55,0.00,3527016.14,238597.41,0.07
2011,SD,2990039.76,21325800.51,19757392.01,5.00,0.09,26737.20,0.58,7772508.14,389083.88,0.00,26197971.09,147448767.60,7708033.69,0.00,3765613.55,-775573.79,-0.21
2012,SD,3309455.57,24582237.59,21333735.54,7.00,0.10,26911.20,0.54,8769483.09,640838.41,0.00,24955014.02,149937811.88,8476228.18,0.00,2990039.76,319415.81,0.11
2013,SD,3595105.39,30684591.40,22786801.40,7.00,0.13,27010.70,0.53,8564271.05,1508837.24,0.00,18674984.96,149377886.25,19319737.20,0.00,3309455.57,285649.82,0.09
2014,SD,3386622.43,27691864.01,21156224.38,7.00,0.10,27323.00,0.53,8075996.91,1400725.07,0.00,23503521.71,147938983.91,15693678.93,0.00,3595105.39,-208482.96,-0.06
2015,SD,2157763.56,9613598.30,6517319.49,7.00,0.07,29678.80,0.55,4496064.00,2359015.70,0.00,22043993.96,90542034.69,28773597.62,0.00,3386622.43,-1228858.87,-0.36
2016,SD,2943290.58,1658846.18,2293854.39,7.00,0.10,29886.80,0.55,6252861.23,2756691.70,0.00,21856143.00,132686358.28,36965217.11,0.00,2157763.56,785527.02,0.36
2017,SD,2873141.53,1695257.20,2270213.33,7.00,0.09,29926.80,0.55,6193851.05,1964391.38,0.00,24647634.12,137045407.50,30376898.84,0.00,2943290.58,-70149.05,-0.02
2018,SD,3387332.20,2011214.31,2758129.70,7.00,0.09,30691.80,0.56,7029884.95,3507578.88,0.00,27308832.09,180288658.27,55209412.07,0.00,2873141.53,514190.67,0.18
2019,SD,3714491.95,2196191.12,2704159.94,7.00,0.09,37675.80,0.61,7857264.00,3522814.23,0.00,32118939.28,205402909.36,54086529.31,0.00,3387332.20,327159.75,0.10
2020,SD,2647502.62,1333786.66,1994943.52,6.00,0.06,46270.00,0.66,4950404.95,3310061.34,0.00,34130491.15,138871518.50,59117414.33,0.00,3714491.95,-1066989.33,-0.29
2021,SD,2805881.92,1342121.64,2048798.17,7.00,0.05,53042.00,0.65,4921785.00,3953624.48,0.00,42933528.10,164514281.00,74195095.48,0.00,2647502.62,158379.30,0.06
2022,SD,3113812.74,1568864.51,2372534.51,7.00,0.06,53242.00,0.65,5630066.95,4274954.07,0.00,43667160.06,171500802.13,72601966.63,0.00,2805881.92,307930.82,0.11
2023,SD,3180188.51,1464856.69,2171419.41,7.00,0.06,58850.00,0.67,4699917.00,6343998.19,0.00,41063370.05,142817953.63,122138738.81,0.00,3113812.74,66375.77,0.02
2024,SD,3382428.56,1460008.90,2210281.62,7.00,,5330.40,0.69,0.00,0.00,0.00,0.00,15197510.31,3795030.75,0.00,3180188.51,202240.05,0.06
1995,TN,44732903.26,574881022.43,490693744.48,4.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,TN,41486241.65,572277834.32,404827263.30,4.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44732903.26,-3246661.61,-0.07
1997,TN,65320760.89,1034023783.98,556380187.87,7.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41486241.65,23834519.23,0.57
1998,TN,57995311.11,944397636.31,458331849.92,7.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65320760.89,-7325449.77,-0.11
1999,TN,59393808.79,886955829.65,367197287.97,8.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57995311.11,1398497.68,0.02
2000,TN,64243056.43,849946138.12,312019954.27,9.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59393808.79,4849247.64,0.08
2001,TN,62403164.73,720191548.54,312729451.59,10.00,0.81,48346.80,0.18,41041815.12,373145.08,28576431.00,6212806.07,0.00,0.00,0.00,64243056.43,-1839891.70,-0.03
2002,TN,64749598.87,673989123.60,311992699.95,10.00,0.85,48658.80,0.17,40303845.81,372155.43,27573925.00,7281887.01,0.00,0.00,0.00,62403164.73,2346434.14,0.04
2003,TN,59339320.68,679072893.28,270888181.61,12.00,0.64,48658.80,0.17,55247070.85,838173.38,24152580.00,11278930.00,0.00,0.00,0.00,64749598.87,-5410278.19,-0.08
2004,TN,60635912.24,606629224.99,221018079.27,11.00,0.62,48982.80,0.17,58447521.62,279085.22,28612271.00,9594098.99,0.00,0.00,0.00,59339320.68,1296591.56,0.02
2005,TN,60533660.72,532161752.96,204225889.21,10.00,0.62,49084.80,0.17,59277549.35,571592.90,27803108.00,8714945.00,0.00,0.00,0.00,60635912.24,-102251.52,0.00
2006,TN,62638980.00,519212903.03,210899562.16,11.00,0.67,49606.80,0.18,60794681.46,633704.91,24678777.00,7135707.99,0.00,0.00,0.00,60533660.72,2105319.29,0.03
2007,TN,63711756.40,474462487.55,207152664.14,11.00,0.67,49993.70,0.18,60287296.55,683338.39,28700371.00,4285174.02,0.00,0.00,0.00,62638980.00,1072776.40,0.02
2008,TN,59949784.06,416138275.32,172350944.23,11.00,0.22,50390.70,0.18,171479590.12,1379699.07,81088851.00,14872532.97,4398604441.42,29205561.27,0.00,63711756.40,-3761972.34,-0.06
2009,TN,42412866.53,216084291.50,55823358.47,10.00,0.18,52904.70,0.19,125258284.03,1204046.23,80886003.00,28841631.03,3224759126.07,19888128.57,0.00,59949784.06,-17536917.53,-0.29
2010,TN,46553657.30,238046644.39,62147691.66,10.00,0.19,53410.80,0.18,131548411.73,6802046.50,83217663.00,22370679.04,3353695398.64,130380665.80,0.00,42412866.53,4140790.77,0.10
2011,TN,44453503.46,240649648.63,53674958.98,10.00,0.18,53382.00,0.18,122867526.87,9598937.31,80757531.00,26905245.00,3292805924.39,204018368.73,0.00,46553657.30,-2100153.84,-0.05
2012,TN,42218965.79,132447164.69,44854110.18,10.00,0.18,53560.70,0.18,106705225.13,24151029.25,75306303.00,24540639.00,2741652125.60,450676808.57,0.00,44453503.46,-2234537.67,-0.05
2013,TN,38290671.51,112764758.05,36036798.16,10.00,0.16,53604.40,0.18,97852030.73,14871448.99,85481442.00,37405230.08,3051416378.46,327064508.92,0.00,42218965.79,-3928294.27,-0.09
2014,TN,41818193.77,116814718.98,37167082.62,10.00,0.18,53952.00,0.18,108202165.49,18463378.58,83010018.00,25464264.05,3348787681.61,401967162.55,0.00,38290671.51,3527522.26,0.09
2015,TN,37098798.23,119394252.14,36352222.69,10.00,0.16,53968.00,0.19,92517873.53,27311593.84,74881416.00,27517577.96,1593686046.14,647643065.08,0.00,41818193.77,-4719395.54,-0.11
2016,TN,40009958.08,62539010.95,38457483.33,10.00,0.17,54338.90,0.18,93603684.82,33967729.10,88734258.00,18559437.00,1410664047.07,807072273.97,0.00,37098798.23,2911159.85,0.08
2017,TN,36012858.69,48624561.17,31449224.20,10.00,0.15,54550.90,0.18,80186120.18,30428050.79,95452506.00,24421946.98,1208654814.83,754504322.40,0.00,40009958.08,-3997099.39,-0.10
2018,TN,29307651.09,23470477.45,18377757.60,10.00,0.12,55823.80,0.17,63619632.51,39520101.61,108529146.00,29644452.17,1057596233.88,1012435186.00,0.00,36012858.69,-6705207.60,-0.19
2019,TN,27758000.53,22448811.22,16569281.45,10.00,0.11,55942.70,0.19,57168969.90,49572991.61,107161215.00,29636292.35,1163334029.61,1149619327.50,0.00,29307651.09,-1549650.55,-0.05
2020,TN,22060598.56,18743246.66,13858006.09,10.00,0.09,56070.40,0.19,44049857.12,45585248.67,110064585.00,39285768.56,836973321.71,1067375751.25,0.00,27758000.53,-5697401.97,-0.21
2021,TN,26666532.46,26127200.24,17176352.21,10.00,0.11,56546.70,0.19,56044771.09,40658065.52,105991221.00,31982853.02,904356861.59,1023686135.19,0.00,22060598.56,4605933.89,0.21
2022,TN,26138803.14,20475154.45,16708335.98,10.00,0.11,57950.40,0.20,49106715.25,48353840.88,106906200.00,28195799.93,888107972.75,1218564584.50,0.00,26666532.46,-527729.31,-0.02
2023,TN,25195240.37,15686395.45,14670287.98,10.00,0.11,60339.80,0.20,48593526.98,44067992.27,113812311.00,25396403.97,613016760.88,1034876924.75,0.00,26138803.14,-943562.77,-0.04
2024,TN,27028083.75,18857998.29,16580011.86,9.00,,5894.50,0.19,0.00,0.00,0.00,0.00,86593990.22,122918997.00,0.00,25195240.37,1832843.37,0.07
1997,TX,223223957.43,1353452896.61,804004549.31,87.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1998,TX,234173689.73,1348563452.59,858150705.00,91.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,223223957.43,10949732.30,0.05
1999,TX,239711525.86,1366383379.20,806266174.45,92.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,234173689.73,5537836.12,0.02
2000,TX,243736709.73,1115020107.16,764049127.97,102.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,239711525.86,4025183.88,0.02
2001,TX,233131576.44,1082900257.15,621908382.39,114.00,0.78,20641.20,0.02,125481096.24,123374691.83,38162863.00,1846193.30,0.00,0.00,0.00,243736709.73,-10605133.30,-0.04
2002,TX,243124373.43,1124899293.09,507601421.27,122.00,0.80,22409.90,0.02,129592046.70,131827091.09,35618004.00,3779596.42,0.00,0.00,0.00,233131576.44,9992797.00,0.04
2003,TX,250547881.76,1155347508.39,422780371.80,122.00,0.69,25154.60,0.02,148626028.36,173031458.75,33437484.00,3463789.89,0.00,0.00,0.00,243124373.43,7423508.32,0.03
2004,TX,248134917.20,1048740303.33,368966635.77,119.00,0.65,25760.50,0.02,150991277.29,186538539.94,40435372.00,4438298.99,0.00,0.00,0.00,250547881.76,-2412964.56,-0.01
2005,TX,255317781.15,1070072063.14,354506500.33,116.00,0.64,34336.50,0.03,150662944.67,199333980.17,38232493.00,5569769.01,0.00,0.00,0.00,248134917.20,7182863.95,0.03
2006,TX,255041426.22,1040076310.20,340608861.69,115.00,0.64,45342.80,0.03,148958765.57,200187662.80,41264278.00,7332486.00,0.00,0.00,0.00,255317781.15,-276354.93,0.00
2007,TX,259313442.75,996969233.90,322417183.04,116.00,0.64,68041.60,0.05,149140715.56,199472473.47,40955030.00,10650819.66,0.00,0.00,0.00,255041426.22,4272016.53,0.02
2008,TX,264186713.74,968542746.49,317983799.28,118.00,0.22,102406.20,0.07,446845951.12,580524467.77,122182110.00,51791009.86,12887907909.53,15455430604.20,0.00,259313442.75,4873270.99,0.02
2009,TX,244248050.67,907864486.93,289516793.51,121.00,0.21,125234.00,0.09,424214072.70,567742353.16,124492851.00,62944957.84,12011194229.98,15255062954.78,0.00,264186713.74,-19938663.07,-0.08
2010,TX,257125054.13,923741555.23,292210576.40,118.00,0.21,132218.10,0.09,454745337.48,557837617.48,124005744.00,82189056.54,14275914049.54,16707991660.46,0.00,244248050.67,12877003.45,0.05
2011,TX,270499899.03,852932571.75,290894967.02,115.00,0.21,139030.40,0.09,478417016.63,605294758.74,118945371.00,93275675.20,14887106770.08,18855306838.39,0.00,257125054.13,13374844.90,0.05
2012,TX,253199625.10,678292826.57,255242917.13,119.00,0.20,161598.40,0.11,421931762.26,646666190.38,115323051.00,98093050.30,13945552410.90,18189527196.72,0.00,270499899.03,-17300273.93,-0.06
2013,TX,262941628.66,731017154.09,269963915.35,120.00,0.20,170625.40,0.11,451078904.84,615576449.36,114944988.00,109495153.25,13610587419.14,16866196054.21,0.00,253199625.10,9742003.56,0.04
2014,TX,260289644.80,686868658.04,244166525.52,119.00,0.20,193281.60,0.12,447039926.03,618371254.77,117862329.00,121289464.07,13973025847.27,16714422303.40,0.00,262941628.66,-2651983.86,-0.01
2015,TX,246769115.20,520589590.64,215775251.37,122.00,0.18,239277.80,0.15,365890086.70,709080862.32,118064031.00,138571601.35,12681632440.76,18617167194.50,0.00,260289644.80,-13520529.60,-0.05
2016,TX,243024352.95,491942128.50,213632875.37,123.00,0.18,274104.20,0.17,368137690.63,681002223.08,126238335.00,178810796.97,10971363899.84,17678005138.29,0.00,246769115.20,-3744762.26,-0.02
2017,TX,248588865.34,552316809.26,219274553.79,123.00,0.18,309752.40,0.18,408296138.93,616539435.09,115744203.00,210818342.26,12345465191.04,16120256534.25,0.00,243024352.95,5564512.39,0.02
2018,TX,237037059.01,422357740.61,210967205.55,124.00,0.17,344406.00,0.20,339150891.25,720965171.72,123557217.00,240046014.60,9223217853.22,18839752471.56,0.00,248588865.34,-11551806.33,-0.05
2019,TX,221906598.93,298520095.63,189109052.31,122.00,0.15,401868.40,0.23,280046830.45,770740646.53,123894021.00,268143944.38,9408637215.85,20127571829.86,0.00,237037059.01,-15130460.08,-0.06
2020,TX,203375299.79,260620981.78,164616225.80,122.00,0.14,459041.00,0.26,240832356.74,742839711.63,124316115.00,301791564.82,7815522578.76,19643896981.45,0.00,221906598.93,-18531299.13,-0.08
2021,TX,208580690.35,309744849.04,167421458.92,121.00,0.14,568451.00,0.30,272943611.32,698751704.56,120633771.00,345916133.35,8311079919.16,18712951329.01,0.00,203375299.79,5205390.55,0.03
2022,TX,216122630.08,256687074.74,175593614.26,125.00,0.14,662546.00,0.32,261875504.43,769375590.26,124820865.00,405582761.79,8169122887.56,20321990348.15,0.00,208580690.35,7541939.73,0.04
2023,TX,211021896.61,208710891.15,167652952.51,126.00,0.13,723749.00,0.33,218279654.43,846788634.69,122039610.00,438369947.84,7783068617.63,22205428123.84,0.00,216122630.08,-5100733.47,-0.02
2024,TX,210031110.92,176375809.86,171545661.48,125.00,,109068.10,0.38,0.00,0.00,0.00,0.00,669031518.22,2089537135.58,0.00,211021896.61,-990785.69,0.00
1995,UT,118541.41,,168126.23,1.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1997,UT,37464677.28,65731596.62,141993284.05,6.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118541.41,37346135.87,315.05
1998,UT,38371174.85,65840109.59,150424941.52,6.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37464677.28,906497.57,0.02
1999,UT,38704886.32,60334661.56,144888989.47,6.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38371174.85,333711.47,0.01
2000,UT,37533163.47,54402892.13,150949983.70,6.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38704886.32,-1171722.85,-0.03
2001,UT,36444443.84,56642008.80,143035181.76,7.00,1.04,3572.40,0.05,33916797.35,541391.50,0.00,456594.00,0.00,0.00,0.00,37533163.47,-1088719.63,-0.03
2002,UT,37746473.98,64266307.76,143772964.73,8.00,1.04,3624.20,0.05,34520356.99,928384.57,0.00,446636.00,0.00,0.00,0.00,36444443.84,1302030.15,0.04
2003,UT,39216926.32,69289501.77,139299518.76,8.00,1.03,3624.20,0.05,36008745.03,1351426.75,0.00,421339.01,0.00,0.00,0.00,37746473.98,1470452.33,0.04
2004,UT,39145182.00,66271402.54,134555913.87,9.00,1.02,3480.30,0.04,36503640.62,885028.00,0.00,449848.00,0.00,0.00,0.00,39216926.32,-71744.32,0.00
2005,UT,38552367.88,67753893.68,128966045.07,9.00,1.01,3568.20,0.04,35898191.12,1171825.13,0.00,784462.99,0.00,0.00,0.00,39145182.00,-592814.12,-0.02
2006,UT,40522303.00,73246409.08,140869557.96,10.00,0.98,3561.30,0.04,36798629.21,3560371.07,0.00,746783.01,0.00,0.00,0.00,38552367.88,1969935.12,0.05
